Gene	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	Identity	Fraction	Frameshift events	Best gene	Codons
42466at7147	Single	hap_ptg000228l_1	1947150	1979128	-	1006	218	0.5116	0.8138528138528138	0	42466at7147	1978950_1979128_-|1969588_1970303_-|1969440_1969503_-|1947151_1947319_-
8365at7147	Single	hap_ptg000183l_1	2824444	2829589	-	3080	499	0.9021	0.9952830188679245	0	8365at7147	2829476_2829589_-|2828759_2829420_-|2828144_2828227_-|2827719_2828059_-|2827382_2827656_-|2827205_2827318_-|2826953_2827116_-|2824445_2824586_-
74162at7147	Single	hap_ptg000450l_1	129920	141069	+	1517	685	0.4461	0.9955801104972376	0	74162at7147	129921_130034_+|130156_130306_+|135380_135561_+|135886_136107_+|136322_137416_+|140317_141069_+
44182at7147	Single	hap_ptg000366l_1	2063390	2064155	+	1161	236	0.8235	0.8306188925081434	0	44182at7147	2063391_2064155_+
66947at7147	Single	hap_ptg000205l_1	818838	819947	+	625	257	0.3898	0.8957219251336899	0	66947at7147	818839_819412_+|819499_819947_+
4208at7147	Single	hap_ptg000041l_1	1252081	1263407	-	4247	954	0.7021	1.0	0	4208at7147	1261733_1263407_-|1261202_1261606_-|1252082_1253484_-
1152at7147	Single	hap_ptg000341l_1	694551	701535	+	2220	832	0.381	0.9934876989869754	0	1152at7147	694552_695212_+|695465_696150_+|696319_697372_+|697554_697679_+|697741_698138_+|698197_698388_+|698950_700198_+|700874_701119_+|701375_701535_+
43857at7147	Single	hap_ptg000058l_1	4210429	4218120	+	1013	242	0.655	1.0	0	43857at7147	4210430_4210501_+|4210576_4210636_+|4217351_4218120_+
57922at7147	Single	hap_ptg000224l_1	172371	173529	+	903	176	0.5926	0.9139784946236559	0	57922at7147	172372_172558_+|172740_173529_+
52431at7147	Single	hap_ptg000546l_1	1062723	1063748	+	1040	270	0.6099	0.9641791044776119	0	52431at7147	1062724_1062794_+|1062851_1063748_+
54914at7147	Single	hap_ptg000384l_1	2147068	2147992	-	630	159	0.6269	0.8539823008849557	0	54914at7147	2147852_2147992_-|2147633_2147784_-|2147322_2147418_-|2147069_2147257_-
55254at7147	Single	hap_ptg000259l_1	5587680	5588368	+	1082	140	1.0	1.0	0	55254at7147	5587681_5587826_+|5587885_5588368_+
3869at7147	Single	hap_ptg000370l_1	1088326	1163361	+	1715	730	0.3372	0.9645390070921985	0	3869at7147	1088327_1089158_+|1089230_1089640_+|1090187_1090398_+|1090460_1090617_+|1111661_1112030_+|1112095_1112239_+|1127967_1128932_+|1129062_1129657_+|1162813_1163361_+
60981at7147	Single	hap_ptg000127l_1	3065281	3066109	+	808	151	0.8256	0.43	0	60981at7147	3065282_3065821_+|3066065_3066109_+
15319at7147	Single	hap_ptg000037l_1	3403485	3406110	-	2822	573	0.9018	0.8804034582132565	0	15319at7147	3404820_3406110_-|3403949_3404158_-|3403696_3403883_-|3403486_3403629_-
22318at7147	Single	hap_ptg000033l_1	21710	23580	+	2281	469	0.814	0.7801724137931034	0	22318at7147	21711_21744_+|21809_21870_+|21945_22546_+|22662_23580_+
21695at7147	Single	hap_ptg000411l_1	2497741	2520462	-	2072	430	0.7237	1.0	0	21695at7147	2520346_2520462_-|2498927_2499625_-|2498442_2498859_-|2497888_2498246_-|2497742_2497825_-
68444at7147	Single	hap_ptg000210l_1	624033	624537	-	583	134	0.6607	0.8442211055276382	0	68444at7147	624034_624537_-
9064at7147	Single	hap_ptg000138l_1	542294	582328	+	4162	631	0.6368	1.0	0	9064at7147	542295_542417_+|542722_542841_+|542904_543017_+|543076_543405_+|551293_552837_+|553036_553356_+|553543_554649_+|582226_582328_+
8101at7147	Fragmented	hap_ptg000077l_1	1522583	1569586	-	436	227	0.3627	0.3083434099153567	0	8101at7147	1569444_1569586_-|1522584_1523216_-
27975at7147	Single	hap_ptg000297l_1	3192098	3196283	+	2079	561	0.6612	0.7836107554417413	0	27975at7147	3192099_3192269_+|3194407_3195300_+|3195448_3195999_+|3196068_3196283_+
6739at7147	Single	hap_ptg000012l_1	2026292	2047310	-	2890	577	0.681	1.0	0	6739at7147	2047049_2047310_-|2045519_2045919_-|2040365_2041829_-|2026293_2026720_-
42799at7147	Single	hap_ptg000198l_1	2202199	2203507	-	1151	344	0.5046	0.96	0	42799at7147	2202200_2203507_-
15947at7147	Single	hap_ptg000241l_1	543342	575814	+	2473	538	0.8311	0.9451612903225807	0	15947at7147	543343_543414_+|573945_574592_+|574648_575413_+|575543_575814_+
41591at7147	Single	hap_ptg000249l_1	376785	404882	-	1517	289	0.6522	1.0	0	41591at7147	404816_404882_-|388535_388986_-|387421_387501_-|387163_387332_-|381134_381604_-|376786_376969_-
18000at7147	Single	hap_ptg000457l_1	1088408	1090628	+	1585	498	0.4483	0.4851551956815115	0	18000at7147	1088409_1090628_+
45811at7147	Single	hap_ptg000401l_1	2808354	2814099	+	879	212	0.6154	0.8482758620689655	0	45811at7147	2808355_2808570_+|2808633_2808896_+|2813839_2814099_+
50614at7147	Single	hap_ptg000525l_1	119614	121269	-	1485	297	0.8391	0.9885714285714285	0	50614at7147	120410_121269_-|119615_119786_-
69175at7147	Single	hap_ptg000044l_1	579778	590045	-	503	104	0.812	1.0	0	69175at7147	589837_590045_-|579779_579917_-
32465at7147	Single	hap_ptg000107l_1	2202568	2203636	-	1215	303	0.624	1.0	0	32465at7147	2202569_2203636_-
17835at7147	Single	hap_ptg000452l_1	84846	87565	+	2222	664	0.5278	0.7340324118207817	0	17835at7147	84847_84934_+|85023_85293_+|85496_87357_+|87426_87565_+
47948at7147	Single	hap_ptg000588l_1	502464	503629	-	972	308	0.5577	0.6394686907020873	0	47948at7147	503048_503629_-|502465_502968_-
30913at7147	Single	hap_ptg000321l_1	2473706	2488050	-	2689	1042	0.4237	0.9946401225114855	0	30913at7147	2487982_2488050_-|2487133_2487914_-|2486191_2487066_-|2474976_2476242_-|2473812_2474689_-|2473707_2473749_-
61627at7147	Single	hap_ptg000162l_1	465014	475139	+	870	160	0.9297	0.6208053691275168	0	61627at7147	465015_465282_+|474853_475139_+
5382at7147	Single	hap_ptg000087l_1	1020019	1072539	-	4051	964	0.6448	0.5478219696969697	0	5382at7147	1072399_1072539_-|1050261_1050462_-|1049612_1050114_-|1031340_1032040_-|1030757_1031014_-|1030562_1030676_-|1030316_1030497_-|1027417_1027964_-|1026512_1027270_-|1020154_1020293_-|1020020_1020076_-
71201at7147	Single	hap_ptg000534l_1	253703	254450	+	356	124	0.3775	1.0	0	71201at7147	253704_254450_+
7416at7147	Single	hap_ptg000103l_1	1379323	1427338	-	2962	615	0.6317	0.9837209302325581	0	7416at7147	1427238_1427338_-|1396278_1396567_-|1396048_1396193_-|1384372_1385304_-|1383786_1384315_-|1383211_1383699_-|1379324_1379522_-
23111at7147	Single	hap_ptg000209l_1	1765117	1796816	+	2283	584	0.6206	0.9909638554216867	0	23111at7147	1765118_1765684_+|1781222_1781695_+|1781975_1782894_+|1796343_1796454_+|1796697_1796816_+
22088at7147	Single	hap_ptg000588l_1	479173	480998	+	2526	431	0.8202	0.9588815789473685	0	22088at7147	479174_479653_+|479712_480998_+
31817at7147	Single	hap_ptg000462l_1	2807450	2817271	+	830	217	0.5607	1.0	0	31817at7147	2807451_2807562_+|2814051_2814579_+|2814930_2815040_+|2817154_2817271_+
17989at7147	Single	hap_ptg000380l_1	174849	189182	+	2689	528	0.8174	0.903177004538578	0	17989at7147	174850_176382_+|188855_189005_+|189076_189182_+
61997at7147	Single	hap_ptg000367l_1	679286	679903	-	505	75	0.7965	1.0	0	61997at7147	679868_679903_-|679287_679589_-
32369at7147	Single	hap_ptg000044l_1	613626	615198	+	1755	361	0.8658	0.6188925081433225	0	32369at7147	613627_613872_+|613950_614750_+|615106_615198_+
42569at7147	Single	hap_ptg000618l_1	66313	109884	+	565	216	0.417	0.7717717717717718	0	42569at7147	66314_66482_+|97860_97984_+|108126_108236_+|109373_109498_+|109568_109689_+|109761_109884_+
34388at7147	Single	hap_ptg000021l_1	914059	925114	+	1247	287	0.6765	0.5362776025236593	0	34388at7147	914060_914133_+|914207_914357_+|914420_914737_+|924644_925114_+
68471at7147	Single	hap_ptg000228l_1	3608458	3621911	+	456	110	0.5596	0.48412698412698413	0	68471at7147	3608459_3608722_+|3621648_3621911_+
17922at7147	Single	hap_ptg000595l_1	468146	481870	+	2424	574	0.5593	0.8855670103092783	0	17922at7147	468147_468471_+|469530_470290_+|479980_480876_+|480939_481404_+|481677_481870_+
30248at7147	Single	hap_ptg000234l_1	3667728	3669573	-	1981	391	0.7702	0.6998468606431854	0	30248at7147	3669324_3669573_-|3668833_3669152_-|3668401_3668769_-|3668070_3668339_-|3667729_3667872_-
6917at7147	Single	hap_ptg000284l_1	1818814	1836440	-	3314	675	0.7714	1.0	0	6917at7147	1836426_1836440_-|1835747_1836011_-|1835360_1835684_-|1835165_1835294_-|1821338_1821642_-|1820855_1821277_-|1820608_1820795_-|1818815_1819680_-
68312at7147	Single	hap_ptg000098l_1	3645318	3646269	-	515	186	0.3853	0.8739255014326648	0	68312at7147	3645319_3646269_-
64601at7147	Single	hap_ptg000077l_1	48514	49328	+	722	139	0.906	1.0	0	64601at7147	48515_48781_+|49149_49328_+
39616at7147	Single	hap_ptg000183l_1	2952728	2958039	-	860	267	0.4783	0.9857954545454546	0	39616at7147	2957779_2958039_-|2953258_2953641_-|2952941_2953198_-|2952729_2952884_-
50271at7147	Single	hap_ptg000228l_1	3878602	3880042	-	921	324	0.3975	0.9917525773195877	0	50271at7147	3879968_3880042_-|3879799_3879896_-|3878603_3879743_-
23440at7147	Single	hap_ptg000259l_1	975512	977982	+	2179	571	0.5836	1.0	0	23440at7147	975513_975701_+|975765_976591_+|976752_977982_+
43770at7147	Single	hap_ptg000259l_1	451568	453996	-	992	247	0.6733	0.9331103678929766	0	43770at7147	453690_453996_-|451569_452149_-
40793at7147	Single	hap_ptg000483l_1	602185	603296	+	1353	265	0.9029	0.332934131736527	0	40793at7147	602186_602885_+|603163_603296_+
37074at7147	Single	hap_ptg000272l_1	1122331	1133856	+	1217	273	0.7535	0.7513227513227513	0	37074at7147	1122332_1123069_+|1133743_1133856_+
3429at7147	Single	hap_ptg000399l_1	2013159	2016657	-	3455	830	0.6328	0.5537190082644629	0	3429at7147	2016520_2016657_-|2013160_2016414_-
178at7147	Single	hap_ptg000144l_1	522409	651677	+	14276	3347	0.6548	0.9971824371918291	0	178at7147	522410_522586_+|540316_540483_+|606274_606390_+|627018_627404_+|627848_632629_+|632694_632839_+|633434_633548_+|634062_639815_+|639889_640101_+|640316_640484_+|640667_640768_+|640953_641347_+|651436_651677_+
35053at7147	Single	hap_ptg000495l_1	435148	437016	+	2440	489	0.7774	0.983633387888707	0	35053at7147	435149_435253_+|435316_437016_+
14996at7147	Single	hap_ptg000066l_1	1578592	1590982	-	3007	632	0.7312	0.9656992084432717	0	14996at7147	1590867_1590982_-|1590656_1590802_-|1581129_1581281_-|1580284_1581058_-|1580124_1580213_-|1579315_1579887_-|1579046_1579248_-|1578593_1578920_-
2383at7147	Single	hap_ptg000595l_1	433250	439231	+	5006	895	0.5996	1.0	0	2383at7147	433251_434470_+|434659_437013_+|437147_437713_+|437775_438276_+|438342_438496_+|438552_438696_+|438762_438944_+|439007_439231_+
66809at7147	Single	hap_ptg000035l_1	1985833	1986688	+	681	154	0.4813	0.3172093023255814	0	66809at7147	1985834_1986688_+
51294at7147	Single	hap_ptg000235l_1	1311765	1312595	-	1056	204	0.8831	1.0	0	51294at7147	1312447_1312595_-|1311973_1312382_-|1311766_1311899_-
61929at7147	Single	hap_ptg000087l_1	1794031	1797094	+	618	158	0.6139	0.8923766816143498	0	61929at7147	1794032_1794193_+|1794256_1794455_+|1796790_1796862_+|1796924_1797094_+
74132at7147	Single	hap_ptg000228l_1	132927	133411	-	447	114	0.6143	1.0	0	74132at7147	133118_133411_-|132928_133053_-
72354at7147	Single	hap_ptg000254l_1	348287	378645	+	698	96	0.4309	0.8568129330254042	0	72354at7147	348288_348412_+|348832_349073_+|363651_363874_+|373172_373296_+|378134_378281_+|378347_378517_+|378588_378645_+
10216at7147	Single	hap_ptg000174l_1	1246124	1249387	-	2759	701	0.5763	0.9837133550488599	0	10216at7147	1249289_1249387_-|1248590_1249223_-|1248181_1248438_-|1246795_1248124_-|1246125_1246620_-
45554at7147	Single	hap_ptg000303l_1	155188	171175	+	1364	238	0.8414	1.0	0	45554at7147	155189_155995_+|171056_171175_+
15236at7147	Single	hap_ptg000092l_1	3012125	3037419	+	3114	692	0.5848	0.9910269192422732	0	15236at7147	3012126_3013176_+|3034257_3034594_+|3034727_3035122_+|3035194_3035267_+|3035498_3035626_+|3035753_3036012_+|3036593_3037419_+
22412at7147	Single	hap_ptg000483l_1	643845	658606	-	1905	410	0.6905	0.3105229180116204	0	22412at7147	658506_658606_-|645524_645810_-|645301_645462_-|644976_645134_-|644524_644846_-|644218_644384_-|643846_644149_-
30931at7147	Single	hap_ptg000098l_1	4024142	4039903	-	1180	202	0.6014	1.0	0	30931at7147	4039431_4039903_-|4024763_4025118_-|4024457_4024696_-|4024287_4024367_-|4024143_4024222_-
72435at7147	Single	hap_ptg000107l_1	137952	150055	-	248	70	0.5051	0.7380952380952381	0	72435at7147	149861_150055_-|137953_138054_-
51456at7147	Single	hap_ptg000006l_1	2027886	2028543	+	542	197	0.4619	0.8161764705882353	0	51456at7147	2027887_2028543_+
63978at7147	Single	hap_ptg000295l_1	1441494	1442586	+	633	171	0.6188	0.9262672811059908	0	63978at7147	1441495_1441965_+|1442461_1442586_+
67421at7147	Single	hap_ptg000162l_1	851834	853434	-	621	103	0.9431	1.0	0	67421at7147	853381_853434_-|852098_852226_-|851835_852020_-
67102at7147	Single	hap_ptg000205l_1	676109	677340	+	1538	242	0.8289	0.9497354497354498	0	67102at7147	676110_676709_+|676769_676893_+|676953_677340_+
25406at7147	Single	hap_ptg000162l_1	3452820	3454451	+	1679	395	0.6082	1.0	0	25406at7147	3452821_3453066_+|3453124_3453668_+|3453730_3454066_+|3454143_3454451_+
71842at7147	Single	hap_ptg000442l_1	1509644	1510061	+	320	85	0.6354	0.9595959595959596	0	71842at7147	1509645_1509662_+|1509728_1509828_+|1509893_1510061_+
34577at7147	Single	hap_ptg000283l_1	1311623	1331266	+	1177	276	0.5398	0.9855421686746988	0	34577at7147	1311624_1311896_+|1312926_1313085_+|1313150_1313261_+|1321951_1322374_+|1331012_1331266_+
31417at7147	Single	hap_ptg000237l_1	326062	327040	-	1085	270	0.6288	0.9294117647058824	0	31417at7147	326063_327040_-
7732at7147	Single	hap_ptg000270l_1	812220	869455	+	3524	668	0.6925	0.9819148936170212	0	7732at7147	812221_812514_+|825651_826159_+|826219_826368_+|831319_831586_+|832311_832448_+|832524_832784_+|841384_841804_+|841868_842709_+|869390_869455_+
61970at7147	Single	hap_ptg000550l_1	596341	596845	-	767	160	0.8988	1.0	0	61970at7147	596342_596845_-
51975at7147	Single	hap_ptg000198l_1	1040700	1041832	-	808	249	0.3994	0.9776536312849162	0	51975at7147	1040972_1041832_-|1040701_1040880_-
7133at7147	Single	hap_ptg000272l_1	339414	355941	-	3290	535	0.5748	0.9719864176570459	0	7133at7147	355499_355941_-|346926_347186_-|346468_346793_-|345569_346398_-|345383_345484_-|342528_342835_-|342409_342463_-|341437_342261_-|339708_340055_-|339415_339636_-
7754at7147	Single	hap_ptg000013l_1	1340123	1464206	-	2344	570	0.5369	0.9749144811858609	0	7754at7147	1464055_1464206_-|1453909_1454075_-|1434364_1434488_-|1432703_1434274_-|1428401_1428584_-|1363335_1363536_-|1340124_1340250_-
28492at7147	Single	hap_ptg000249l_1	162577	173100	-	1714	596	0.4254	1.0	0	28492at7147	171483_173100_-|163458_163707_-|162578_163385_-
45874at7147	Single	hap_ptg000394l_1	1211214	1215827	+	1291	279	0.6542	1.0	0	45874at7147	1211215_1211985_+|1214536_1214742_+|1215618_1215827_+
65636at7147	Single	hap_ptg000021l_1	1663707	1664198	-	603	105	0.877	0.976	0	65636at7147	1664149_1664198_-|1663958_1664086_-|1663708_1663894_-
69496at7147	Single	hap_ptg000365l_1	717601	730056	-	523	170	0.55	0.972972972972973	0	69496at7147	729968_730056_-|718467_718842_-|717602_717673_-
13885at7147	Single	hap_ptg000527l_1	546159	580302	+	2850	747	0.5868	0.9830508474576272	0	13885at7147	546160_546280_+|567100_567952_+|578327_579713_+|579769_580302_+
19859at7147	Single	hap_ptg000034l_1	1799720	1801375	-	1411	436	0.4925	0.9493670886075949	0	19859at7147	1801023_1801375_-|1799721_1800942_-
67511at7147	Single	hap_ptg000157l_1	926093	934454	+	595	105	0.9344	0.7870967741935484	0	67511at7147	926094_926189_+|926260_926346_+|934272_934454_+
26419at7147	Single	hap_ptg000228l_1	2019774	2056366	-	1875	284	0.7856	0.9817767653758542	0	26419at7147	2056259_2056366_-|2045939_2046063_-|2038340_2038436_-|2022872_2023048_-|2022321_2022809_-|2022126_2022245_-|2019917_2020051_-|2019775_2019852_-
28128at7147	Single	hap_ptg000141l_1	1465421	1467359	-	1071	309	0.4468	1.0	0	28128at7147	1465422_1467359_-
9202at7147	Single	hap_ptg000012l_1	686438	709930	-	2050	556	0.5312	1.0	0	9202at7147	709860_709930_-|707292_707346_-|702261_702312_-|701217_701365_-|700997_701152_-|700795_700919_-|700501_700729_-|699279_700322_-|686439_686852_-
