# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
30128at7147	Duplicated	ptg000245l	5850908	5852663	-	1097	282	https://www.orthodb.org/v10?query=30128at7147	IRS-type PTB domain
30128at7147	Duplicated	ptg000078l	7053915	7055667	+	1074	282	https://www.orthodb.org/v10?query=30128at7147	IRS-type PTB domain
19943at7147	Duplicated	ptg000191l	4225237	4235188	+	1136	333	https://www.orthodb.org/v10?query=19943at7147	Serine protease inhibitor (serpin) 12
19943at7147	Duplicated	ptg000235l	923789	934061	+	1119	333	https://www.orthodb.org/v10?query=19943at7147	Serine protease inhibitor (serpin) 12
21101at7147	Duplicated	ptg000013l	26199349	26201497	+	2000	415	https://www.orthodb.org/v10?query=21101at7147	Zinc finger C2H2 superfamily
21101at7147	Duplicated	ptg000349l	5146733	5148878	-	1998	415	https://www.orthodb.org/v10?query=21101at7147	Zinc finger C2H2 superfamily
10937at7147	Duplicated	ptg000026l	346358	357670	+	3732	748	https://www.orthodb.org/v10?query=10937at7147	Ionotropic glutamate receptor
10937at7147	Duplicated	ptg000562l	95726	99735	-	3732	748	https://www.orthodb.org/v10?query=10937at7147	Ionotropic glutamate receptor
65974at7147	Duplicated	ptg000430l	772287	772693	-	506	110	https://www.orthodb.org/v10?query=65974at7147	40S ribosomal protein S12, mitochondrial
65974at7147	Duplicated	ptg000179l	3528724	3529051	+	503	107	https://www.orthodb.org/v10?query=65974at7147	40S ribosomal protein S12, mitochondrial
8406at7147	Duplicated	ptg000057l	3299219	3510107	+	2792	584	https://www.orthodb.org/v10?query=8406at7147	rho GTPase-activating protein 26 isoform X1
8406at7147	Duplicated	ptg000090l	2956916	3172279	+	2792	584	https://www.orthodb.org/v10?query=8406at7147	rho GTPase-activating protein 26 isoform X1
37963at7147	Duplicated	ptg000145l	2203578	2216230	+	1768	494	https://www.orthodb.org/v10?query=37963at7147	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2
37963at7147	Duplicated	ptg000125l	484874	495082	-	1766	494	https://www.orthodb.org/v10?query=37963at7147	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2
10251at7147	Duplicated	ptg000128l	3508700	3553266	+	3221	986	https://www.orthodb.org/v10?query=10251at7147	Tyrosine-protein phosphatase non-receptor type 23
10251at7147	Duplicated	ptg000186l	2584436	2614696	+	3254	986	https://www.orthodb.org/v10?query=10251at7147	Tyrosine-protein phosphatase non-receptor type 23
56808at7147	Duplicated	ptg000050l	1933215	1942797	-	347	87	https://www.orthodb.org/v10?query=56808at7147	Pheromone/general odorant binding protein
56808at7147	Duplicated	ptg000135l	2004921	2025956	-	346	87	https://www.orthodb.org/v10?query=56808at7147	Pheromone/general odorant binding protein
24754at7147	Duplicated	ptg000284l	1051425	1073173	-	1403	499	https://www.orthodb.org/v10?query=24754at7147	DNA replication licensing factor REC
24754at7147	Duplicated	ptg000101l	2756221	2772548	+	1403	499	https://www.orthodb.org/v10?query=24754at7147	DNA replication licensing factor REC
24754at7147	Duplicated	ptg000101l	2756221	2772548	+	1403	499	https://www.orthodb.org/v10?query=24754at7147	DNA replication licensing factor REC
34699at7147	Duplicated	ptg000597l	1347787	1355703	+	1525	434	https://www.orthodb.org/v10?query=34699at7147	AarF domain containing kinase 5
34699at7147	Duplicated	ptg000314l	5027946	5029661	-	1524	434	https://www.orthodb.org/v10?query=34699at7147	AarF domain containing kinase 5
32864at7147	Duplicated	ptg000357l	3094320	3101780	+	1302	343	https://www.orthodb.org/v10?query=32864at7147	GDP-fucose protein O-fucosyltransferase 1
32864at7147	Duplicated	ptg000231l	318639	329986	+	1297	343	https://www.orthodb.org/v10?query=32864at7147	GDP-fucose protein O-fucosyltransferase 1
40274at7147	Complete	ptg000609l	2654216	2666938	+	1375	333	https://www.orthodb.org/v10?query=40274at7147	programmed cell death protein 4
59303at7147	Duplicated	ptg000108l	2165905	2170123	+	876	164	https://www.orthodb.org/v10?query=59303at7147	RNA-binding S4 domain
59303at7147	Duplicated	ptg000434l	1366781	1370472	+	876	164	https://www.orthodb.org/v10?query=59303at7147	RNA-binding S4 domain
15589at7147	Duplicated	ptg000185l	258139	260614	+	1595	534	https://www.orthodb.org/v10?query=15589at7147	Leucine-rich repeat
15589at7147	Duplicated	ptg000286l	3715554	3718017	-	1600	534	https://www.orthodb.org/v10?query=15589at7147	Leucine-rich repeat
48479at7147	Duplicated	ptg000292l	5056472	5061872	+	769	189	https://www.orthodb.org/v10?query=48479at7147	protein SCO1 homolog, mitochondrial
48479at7147	Duplicated	ptg000196l	12069886	12073008	-	765	189	https://www.orthodb.org/v10?query=48479at7147	protein SCO1 homolog, mitochondrial
4453at7147	Complete	ptg000047l	3082890	3103225	-	2799	745	https://www.orthodb.org/v10?query=4453at7147	Gamma-aminobutyric acid type B receptor
44335at7147	Duplicated	ptg000572l	2224891	2259159	-	1900	478	https://www.orthodb.org/v10?query=44335at7147	uncharacterized protein LOC106618413
44335at7147	Duplicated	ptg000600l	450968	496403	+	1891	476	https://www.orthodb.org/v10?query=44335at7147	uncharacterized protein LOC106618413
9084at7147	Complete	ptg000230l	6477136	6504383	+	3926	761	https://www.orthodb.org/v10?query=9084at7147	Coatomer subunit gamma
14626at7147	Duplicated	ptg000052l	1741707	1769866	-	2225	586	https://www.orthodb.org/v10?query=14626at7147	Ubiquitin carboxyl-terminal hydrolase 46
14626at7147	Duplicated	ptg000300l	1277543	1306715	-	2232	611	https://www.orthodb.org/v10?query=14626at7147	Ubiquitin carboxyl-terminal hydrolase 46
38619at7147	Duplicated	ptg000097l	27383524	27384564	+	1268	234	https://www.orthodb.org/v10?query=38619at7147	Transcription elongation factor, mitochondrial
38619at7147	Duplicated	ptg000106l	21093452	21094492	-	1256	234	https://www.orthodb.org/v10?query=38619at7147	Transcription elongation factor, mitochondrial
10352at7147	Duplicated	ptg000666l	579183	613060	-	2791	963	https://www.orthodb.org/v10?query=10352at7147	ATP-dependent DNA helicase Q4
10352at7147	Duplicated	ptg000584l	3454282	3480158	+	2786	963	https://www.orthodb.org/v10?query=10352at7147	ATP-dependent DNA helicase Q4
43315at7147	Duplicated	ptg000276l	429784	448039	+	1116	253	https://www.orthodb.org/v10?query=43315at7147	NAD-dependent protein deacetylase
43315at7147	Duplicated	ptg000466l	979243	989364	-	1116	253	https://www.orthodb.org/v10?query=43315at7147	NAD-dependent protein deacetylase
6894at7147	Complete	ptg000246l	5759939	5773548	-	3654	805	https://www.orthodb.org/v10?query=6894at7147	10-formyltetrahydrofolate dehydrogenase
28368at7147	Duplicated	ptg000052l	3643623	3719638	-	1611	356	https://www.orthodb.org/v10?query=28368at7147	Amyloid binding protein
28368at7147	Duplicated	ptg000484l	16372	81700	-	1611	356	https://www.orthodb.org/v10?query=28368at7147	Amyloid binding protein
65094at7147	Duplicated	ptg000150l	1563591	1564017	-	720	82	https://www.orthodb.org/v10?query=65094at7147	AP complex subunit sigma
65094at7147	Duplicated	ptg000574l	1663013	1663439	-	720	82	https://www.orthodb.org/v10?query=65094at7147	AP complex subunit sigma
59872at7147	Duplicated	ptg000584l	4976036	4976597	-	601	148	https://www.orthodb.org/v10?query=59872at7147	B9 domain-containing protein 1
59872at7147	Duplicated	ptg000340l	2225106	2225667	+	601	148	https://www.orthodb.org/v10?query=59872at7147	B9 domain-containing protein 1
67792at7147	Duplicated	ptg000444l	664320	664977	-	588	106	https://www.orthodb.org/v10?query=67792at7147	V-type proton ATPase subunit F
67792at7147	Duplicated	ptg000157l	8838233	8838885	+	588	106	https://www.orthodb.org/v10?query=67792at7147	V-type proton ATPase subunit F
38642at7147	Complete	ptg000520l	1255383	1304620	+	2372	307	https://www.orthodb.org/v10?query=38642at7147	Innexin
4291at7147	Duplicated	ptg000097l	3733128	4097173	+	4447	867	https://www.orthodb.org/v10?query=4291at7147	solute carrier family 12 member 4 isoform X1
4291at7147	Duplicated	ptg000402l	3898882	4233186	+	4443	867	https://www.orthodb.org/v10?query=4291at7147	solute carrier family 12 member 4 isoform X1
26792at7147	Duplicated	ptg000296l	539428	553406	-	970	320	https://www.orthodb.org/v10?query=26792at7147	sorting nexin-29
26792at7147	Duplicated	ptg000245l	8136729	8157444	-	961	320	https://www.orthodb.org/v10?query=26792at7147	sorting nexin-29
75854at7147	Duplicated	ptg000051l	833281	833678	-	399	84	https://www.orthodb.org/v10?query=75854at7147	transmembrane protein 14 homolog
75854at7147	Duplicated	ptg000144l	3403314	3403711	+	399	84	https://www.orthodb.org/v10?query=75854at7147	transmembrane protein 14 homolog
54498at7147	Complete	ptg000185l	9433997	9446651	-	1632	441	https://www.orthodb.org/v10?query=54498at7147	Golgin subfamily A member 1
64344at7147	Complete	ptg000539l	62855	63958	-	857	169	https://www.orthodb.org/v10?query=64344at7147	leukocyte receptor cluster member 1 homolog
51281at7147	Duplicated	ptg000171l	11491532	11498981	+	649	173	https://www.orthodb.org/v10?query=51281at7147	group XIIA secretory phospholipase A2
51281at7147	Duplicated	ptg000106l	11191508	11195915	+	647	173	https://www.orthodb.org/v10?query=51281at7147	group XIIA secretory phospholipase A2
70439at7147	Duplicated	ptg000575l	627745	635388	-	679	131	https://www.orthodb.org/v10?query=70439at7147	Actin-related protein 2/3 complex subunit 5
70439at7147	Duplicated	ptg000301l	10720179	10723503	-	679	131	https://www.orthodb.org/v10?query=70439at7147	Actin-related protein 2/3 complex subunit 5
69541at7147	Complete	ptg000230l	8769293	8769647	+	330	100	https://www.orthodb.org/v10?query=69541at7147	coiled-coil-helix-coiled-coil-helix domain-containing protein 1
21716at7147	Duplicated	ptg000046l	5091860	5094275	+	1616	501	https://www.orthodb.org/v10?query=21716at7147	Leucine-rich repeat
21716at7147	Duplicated	ptg000432l	11321504	11323919	-	1616	501	https://www.orthodb.org/v10?query=21716at7147	Leucine-rich repeat
18757at7147	Duplicated	ptg000504l	1508146	1510147	-	2798	550	https://www.orthodb.org/v10?query=18757at7147	protein Skeletor, isoforms B/C
18757at7147	Duplicated	ptg000540l	221364	223366	+	2770	550	https://www.orthodb.org/v10?query=18757at7147	protein Skeletor, isoforms B/C
42466at7147	Duplicated	ptg000121l	5625398	5648909	+	1016	232	https://www.orthodb.org/v10?query=42466at7147	protein spaetzle 5
42466at7147	Duplicated	ptg000631l	14368258	14389780	+	1010	238	https://www.orthodb.org/v10?query=42466at7147	protein spaetzle 5
37118at7147	Duplicated	ptg000173l	3445708	3452712	-	1638	592	https://www.orthodb.org/v10?query=37118at7147	DNA ligase, ATP-dependent
37118at7147	Duplicated	ptg000366l	1663765	1670552	+	1629	594	https://www.orthodb.org/v10?query=37118at7147	DNA ligase, ATP-dependent
57006at7147	Duplicated	ptg000025l	3673318	3688703	-	1231	543	https://www.orthodb.org/v10?query=57006at7147	Smr domain
57006at7147	Duplicated	ptg000247l	540104	559501	+	1232	543	https://www.orthodb.org/v10?query=57006at7147	Smr domain
50649at7147	Duplicated	ptg000017l	10762089	10762943	-	733	207	https://www.orthodb.org/v10?query=50649at7147	Mannose-P-dolichol utilization defect 1
50649at7147	Duplicated	ptg000099l	5155075	5155938	+	723	207	https://www.orthodb.org/v10?query=50649at7147	Mannose-P-dolichol utilization defect 1
8713at7147	Duplicated	ptg000252l	4547428	4566447	+	3653	796	https://www.orthodb.org/v10?query=8713at7147	exostosin-3
8713at7147	Duplicated	ptg000073l	1808737	1826434	-	3653	796	https://www.orthodb.org/v10?query=8713at7147	exostosin-3
12017at7147	Duplicated	ptg000623l	491581	519644	-	3298	599	https://www.orthodb.org/v10?query=12017at7147	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15
12017at7147	Duplicated	ptg000673l	247079	268118	+	3297	599	https://www.orthodb.org/v10?query=12017at7147	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15
44182at7147	Duplicated	ptg000302l	838498	839329	-	1175	236	https://www.orthodb.org/v10?query=44182at7147	Ribosomal protein L19
44182at7147	Duplicated	ptg000114l	827913	828702	-	1174	236	https://www.orthodb.org/v10?query=44182at7147	Ribosomal protein L19
33811at7147	Duplicated	ptg000110l	3046599	3065373	-	1694	306	https://www.orthodb.org/v10?query=33811at7147	V-type proton ATPase subunit
33811at7147	Duplicated	ptg000515l	1575500	1586984	-	1694	306	https://www.orthodb.org/v10?query=33811at7147	V-type proton ATPase subunit
33666at7147	Duplicated	ptg000069l	3433860	3440903	-	669	195	https://www.orthodb.org/v10?query=33666at7147	pinin
33666at7147	Duplicated	ptg000361l	703789	718877	-	660	194	https://www.orthodb.org/v10?query=33666at7147	pinin
5309at7147	Complete	ptg000432l	13356623	13394364	+	4832	929	https://www.orthodb.org/v10?query=5309at7147	ATP-citrate synthase
24903at7147	Duplicated	ptg000248l	2602331	2722916	+	2938	637	https://www.orthodb.org/v10?query=24903at7147	lutropin-choriogonadotropic hormone receptor
24903at7147	Duplicated	ptg000153l	284357	422710	-	2951	637	https://www.orthodb.org/v10?query=24903at7147	lutropin-choriogonadotropic hormone receptor
14367at7147	Duplicated	ptg000043l	24929	71556	-	3097	574	https://www.orthodb.org/v10?query=14367at7147	Acetyl-coenzyme A synthetase
14367at7147	Duplicated	ptg000169l	2033616	2069858	-	3096	574	https://www.orthodb.org/v10?query=14367at7147	Acetyl-coenzyme A synthetase
40951at7147	Complete	ptg000047l	13322439	13323975	-	923	217	https://www.orthodb.org/v10?query=40951at7147	Carbohydrate sulfotransferase
56091at7147	Complete	ptg000237l	2812319	2842799	+	661	156	https://www.orthodb.org/v10?query=56091at7147	K Homology domain
5868at7147	Duplicated	ptg000355l	137731	176990	-	2921	800	https://www.orthodb.org/v10?query=5868at7147	Aminopeptidase
5868at7147	Duplicated	ptg000499l	146546	200043	-	2944	800	https://www.orthodb.org/v10?query=5868at7147	Aminopeptidase
981at7147	Duplicated	ptg000027l	6253154	6332087	-	5457	1220	https://www.orthodb.org/v10?query=981at7147	PDZ domain
981at7147	Duplicated	ptg000256l	10505778	10623230	-	5441	1220	https://www.orthodb.org/v10?query=981at7147	PDZ domain
66947at7147	Duplicated	ptg000087l	2347605	2349531	+	626	260	https://www.orthodb.org/v10?query=66947at7147	Mitochondrial ribosomal protein S31
66947at7147	Duplicated	ptg000529l	265542	269010	-	626	260	https://www.orthodb.org/v10?query=66947at7147	Mitochondrial ribosomal protein S31
4208at7147	Duplicated	ptg000232l	1986316	2017886	+	4278	954	https://www.orthodb.org/v10?query=4208at7147	tubulin-specific chaperone D
4208at7147	Duplicated	ptg000478l	504162	551689	+	4253	954	https://www.orthodb.org/v10?query=4208at7147	tubulin-specific chaperone D
1152at7147	Duplicated	ptg000372l	720927	759579	-	2258	805	https://www.orthodb.org/v10?query=1152at7147	BTB/POZ domain
1152at7147	Duplicated	ptg000121l	28785095	28806009	-	2234	831	https://www.orthodb.org/v10?query=1152at7147	BTB/POZ domain
26799at7147	Duplicated	ptg000560l	246121	247995	-	1965	493	https://www.orthodb.org/v10?query=26799at7147	Signal recognition particle subunit SRP68
26799at7147	Duplicated	ptg000179l	1669744	1671617	+	1959	493	https://www.orthodb.org/v10?query=26799at7147	Signal recognition particle subunit SRP68
68516at7147	Duplicated	ptg000601l	410884	412303	-	916	195	https://www.orthodb.org/v10?query=68516at7147	Zinc finger C2H2 superfamily
68516at7147	Duplicated	ptg000090l	7631051	7632504	+	924	195	https://www.orthodb.org/v10?query=68516at7147	Zinc finger C2H2 superfamily
5853at7147	Duplicated	ptg000073l	5650020	5696185	-	2804	816	https://www.orthodb.org/v10?query=5853at7147	importin-11
5853at7147	Duplicated	ptg000356l	296895	332163	-	2773	816	https://www.orthodb.org/v10?query=5853at7147	importin-11
25505at7147	Duplicated	ptg000678l	1136574	1138445	-	2152	408	https://www.orthodb.org/v10?query=25505at7147	AP-2 complex subunit mu
25505at7147	Duplicated	ptg000456l	4129258	4131915	+	2080	408	https://www.orthodb.org/v10?query=25505at7147	AP-2 complex subunit mu
9963at7147	Duplicated	ptg000527l	197017	214564	+	2248	678	https://www.orthodb.org/v10?query=9963at7147	conserved oligomeric Golgi complex subunit 3
9963at7147	Duplicated	ptg000147l	219952	241551	+	2252	677	https://www.orthodb.org/v10?query=9963at7147	conserved oligomeric Golgi complex subunit 3
40052at7147	Duplicated	ptg000112l	3323519	3324944	+	1299	277	https://www.orthodb.org/v10?query=40052at7147	DNA repair protein RAD51 homolog
40052at7147	Duplicated	ptg000502l	1711310	1715272	+	1301	280	https://www.orthodb.org/v10?query=40052at7147	DNA repair protein RAD51 homolog
55254at7147	Complete	ptg000498l	1506758	1511881	+	1082	140	https://www.orthodb.org/v10?query=55254at7147	RNA polymerase, Rpb5, N-terminal
56571at7147	Duplicated	ptg000473l	3090384	3092253	-	1390	390	https://www.orthodb.org/v10?query=56571at7147	uncharacterized protein LOC106619893
56571at7147	Duplicated	ptg000289l	78837	80663	-	1391	387	https://www.orthodb.org/v10?query=56571at7147	uncharacterized protein LOC106619893
22318at7147	Duplicated	ptg000430l	2132137	2144235	+	2284	469	https://www.orthodb.org/v10?query=22318at7147	T-complex protein 1 subunit gamma
22318at7147	Duplicated	ptg000179l	2077972	2086690	-	2284	469	https://www.orthodb.org/v10?query=22318at7147	T-complex protein 1 subunit gamma
26367at7147	Complete	ptg000047l	9433806	9435459	+	1021	293	https://www.orthodb.org/v10?query=26367at7147	epsilon-sarcoglycan isoform X1
14933at7147	Duplicated	ptg000038l	5551829	5563678	-	2488	409	https://www.orthodb.org/v10?query=14933at7147	Major facilitator superfamily associated domain
14933at7147	Duplicated	ptg000169l	24241655	24259257	+	2454	409	https://www.orthodb.org/v10?query=14933at7147	Major facilitator superfamily associated domain
24614at7147	Duplicated	ptg000054l	4075150	4158280	-	1916	416	https://www.orthodb.org/v10?query=24614at7147	Chitin binding domain
24614at7147	Duplicated	ptg000387l	3017962	3060099	+	1870	416	https://www.orthodb.org/v10?query=24614at7147	Chitin binding domain
51512at7147	Complete	ptg000253l	4862813	4864067	-	1285	234	https://www.orthodb.org/v10?query=51512at7147	Zinc finger C2H2-type
10021at7147	Duplicated	ptg000561l	1309485	1328112	-	1805	672	https://www.orthodb.org/v10?query=10021at7147	protein PTHB1
10021at7147	Duplicated	ptg000121l	24576772	24587160	+	1797	662	https://www.orthodb.org/v10?query=10021at7147	protein PTHB1
61812at7147	Duplicated	ptg000183l	4690641	4700629	-	1038	298	https://www.orthodb.org/v10?query=61812at7147	Winged helix DNA-binding domain superfamily
61812at7147	Duplicated	ptg000236l	494381	509424	+	1041	298	https://www.orthodb.org/v10?query=61812at7147	Winged helix DNA-binding domain superfamily
49075at7147	Duplicated	ptg000269l	2661243	2663904	+	1372	341	https://www.orthodb.org/v10?query=49075at7147	Histidine phosphatase superfamily
49075at7147	Duplicated	ptg000458l	2641114	2646326	+	1371	341	https://www.orthodb.org/v10?query=49075at7147	Histidine phosphatase superfamily
65272at7147	Duplicated	ptg000695l	107528	107786	+	425	80	https://www.orthodb.org/v10?query=65272at7147	40S ribosomal protein S23
65272at7147	Duplicated	ptg000224l	144929	145187	-	425	80	https://www.orthodb.org/v10?query=65272at7147	40S ribosomal protein S23
68444at7147	Duplicated	ptg000680l	640618	641122	-	589	134	https://www.orthodb.org/v10?query=68444at7147	39S ribosomal protein L40, mitochondrial
68444at7147	Duplicated	ptg000275l	636906	637410	+	583	134	https://www.orthodb.org/v10?query=68444at7147	39S ribosomal protein L40, mitochondrial
65219at7147	Complete	ptg000221l	32291	33389	+	568	115	https://www.orthodb.org/v10?query=65219at7147	transmembrane protein 242
47597at7147	Duplicated	ptg000390l	1940887	2044807	+	1563	220	https://www.orthodb.org/v10?query=47597at7147	protein takeout
47597at7147	Duplicated	ptg000225l	1791837	1894884	-	1502	219	https://www.orthodb.org/v10?query=47597at7147	protein takeout
39659at7147	Duplicated	ptg000262l	472493	490760	-	964	243	https://www.orthodb.org/v10?query=39659at7147	28S ribosomal protein S35, mitochondrial
39659at7147	Duplicated	ptg000326l	3547191	3560573	+	958	243	https://www.orthodb.org/v10?query=39659at7147	28S ribosomal protein S35, mitochondrial
57063at7147	Duplicated	ptg000448l	1995432	2005713	-	1036	220	https://www.orthodb.org/v10?query=57063at7147	coiled-coil domain-containing protein 94
